"County","City","State","Postal Code","Model Year","Make","Model","Electric Vehicle Type","Clean Alternative Fuel Vehicle (CAFV) Eligibility","Electric Range","Base MSRP","Legislative District","DOL Vehicle ID","Vehicle Location","Electric Utility","2020 Census Tract"
"King","Seattle","WA","98118","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","282184654","POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033010102"
"King","Seattle","WA","98116","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","230049725","POINT (-122.41067 47.57894)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009702"
"King","Renton","WA","98059","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","11","269355544","POINT (-122.16335 47.53505)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025101"
"King","Black Diamond","WA","98010","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","276781837","POINT (-122.00143 47.30893)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"Snohomish","Bothell","WA","98021","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","275096951","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051938"
"King","Redmond","WA","98053","2025","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","282726125","POINT (-122.03287 47.68555)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032315"
"Pierce","Tacoma","WA","98408","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","29","282241137","POINT (-122.44718 47.20144)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053063100"
"King","Newcastle","WA","98059","2023","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","244710609","POINT (-122.16335 47.53505)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025005"
"King","Sammamish","WA","98029","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","227254639","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032222"
"King","Kent","WA","98030","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","228395016","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029507"
"King","Kirkland","WA","98033","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","236451904","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022603"
"King","Seattle","WA","98105","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","241560504","POINT (-122.31307 47.66127)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005100"
"King","Seattle","WA","98178","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","282937126","POINT (-122.23825 47.49461)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033026101"
"King","Seattle","WA","98103","2024","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","46","273234685","POINT (-122.35436 47.67596)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001800"
"King","Newcastle","WA","98059","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","219103328","POINT (-122.16335 47.53505)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025005"
"King","Kirkland","WA","98034","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","235221815","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022003"
"Clark","Vancouver","WA","98662","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","207159144","POINT (-122.57722 45.64251)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040709"
"King","Kirkland","WA","98034","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","240429339","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022201"
"King","Seatac","WA","98188","2024","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","268132504","POINT (-122.27427 47.43405)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028300"
"King","Seattle","WA","98177","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","32","235890308","POINT (-122.36498 47.72238)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000500"
"Clark","Vancouver","WA","98683","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","270803662","POINT (-122.49212 45.60365)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041329"
"Clark","Vancouver","WA","98661","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","49","272298225","POINT (-122.62934 45.63201)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041110"
"King","Seatac","WA","98188","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","238994388","POINT (-122.27427 47.43405)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028402"
"King","Seattle","WA","98104","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","185413154","POINT (-122.32945 47.60357)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008401"
"Snohomish","Bothell","WA","98021","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","251361239","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051926"
"King","Sammamish","WA","98075","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","260112870","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032218"
"King","Redmond","WA","98052","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","271126425","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032313"
"King","Kenmore","WA","98028","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","46","218149557","POINT (-122.24369 47.75892)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022102"
"King","Seattle","WA","98122","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","195981684","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008401"
"Whatcom","Bellingham","WA","98226","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","42","264994642","POINT (-122.49756 48.7999)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY","53073000202"
"King","Auburn","WA","98092","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","283217490","POINT (-122.18497 47.28825)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031208"
"King","Redmond","WA","98052","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","276752276","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032313"
"Clark","Vancouver","WA","98664","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","49","202889046","POINT (-122.59219 45.62158)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041208"
"King","Redmond","WA","98052","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","217978533","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022802"
"Grant","Coulee City","WA","99115","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","12","280531170","POINT (-119.28816 47.61233)","PUD NO 2 OF GRANT COUNTY","53025010100"
"Snohomish","Everett","WA","98203","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","38","284916642","POINT (-122.23019 47.94949)","PUGET SOUND ENERGY INC","53061041000"
"King","Seattle","WA","98105","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","273734044","POINT (-122.31307 47.66127)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005201"
"King","Bothell","WA","98011","2024","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","277080030","POINT (-122.20563 47.76144)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022001"
"King","Bellevue","WA","98006","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","261347383","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024701"
"King","Seattle","WA","98108","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","282546638","POINT (-122.30346 47.55379)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033010001"
"King","Bellevue","WA","98004","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","273815797","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024002"
"Kitsap","Bremerton","WA","98312","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","35","268325816","POINT (-122.65223 47.57192)","PUGET SOUND ENERGY INC","53035092000"
"King","Redmond","WA","98052","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","195363920","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022606"
"King","Shoreline","WA","98155","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","32","255339409","POINT (-122.3175 47.75781)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033021000"
"King","Bellevue","WA","98005","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","227303590","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023601"
"King","Kirkland","WA","98034","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","232812807","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022605"
"King","Bellevue","WA","98006","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","253320266","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"King","Seattle","WA","98177","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","32","283423535","POINT (-122.36498 47.72238)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000500"
"Franklin","Pasco","WA","99301","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","16","235172843","POINT (-119.09467 46.23542)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY","53021020300"
"King","Seattle","WA","98199","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","259914903","POINT (-122.40092 47.65908)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005600"
"King","Kent","WA","98042","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","251007942","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031704"
"King","Bellevue","WA","98008","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","274748652","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022901"
"Clark","Ridgefield","WA","98642","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","258978198","POINT (-122.74595 45.81539)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040403"
"King","Seattle","WA","98109","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","204126772","POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006703"
"Clark","Vancouver","WA","98682","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","258172799","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041313"
"King","Seattle","WA","98119","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","274080103","POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005901"
"King","Sammamish","WA","98029","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","269302932","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032211"
"King","Kirkland","WA","98034","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","279256204","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022204"
"King","Seattle","WA","98116","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","255514605","POINT (-122.41067 47.57894)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009702"
"King","Bellevue","WA","98007","2023","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","224673991","POINT (-122.12056 47.61334)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023702"
"King","Kirkland","WA","98033","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","268496973","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022702"
"King","Kirkland","WA","98034","2023","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","262735742","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022300"
"King","Federal Way","WA","98023","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","234902475","POINT (-122.34059 47.32478)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030310"
"King","Kirkland","WA","98033","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","237901702","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022703"
"Clark","Vancouver","WA","98685","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","219631751","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040904"
"Thurston","Olympia","WA","98501","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","22","283077287","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010100"
"Snohomish","Bothell","WA","98012","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","194298009","POINT (-122.21061 47.83448)","PUGET SOUND ENERGY INC","53061052107"
"Snohomish","Bothell","WA","98021","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","278215143","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051917"
"Clark","Vancouver","WA","98685","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","278655919","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040907"
"King","Tukwila","WA","98168","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","11","256316644","POINT (-122.3317 47.50314)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033027300"
"King","Mercer Island","WA","98040","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","268818525","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024500"
"Pierce","Fife","WA","98424","2022","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","25","196699695","POINT (-122.35686 47.23679)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053940002"
"Pierce","Bonney Lake","WA","98391","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","31","269546980","POINT (-122.17144 47.19175)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053070312"
"Spokane","Spokane","WA","99218","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","7","269299481","POINT (-117.4118 47.7458)","BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY","53063010505"
"Spokane","Spokane","WA","99203","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","6","183167267","POINT (-117.39322 47.63374)","MODERN ELECTRIC WATER COMPANY","53063004200"
"King","Bellevue","WA","98006","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","266575277","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024904"
"King","Sammamish","WA","98029","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","275469183","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032223"
"Snohomish","Edmonds","WA","98026","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","21","268941025","POINT (-122.31768 47.87166)","PUGET SOUND ENERGY INC","53061042004"
"Cowlitz","Longview","WA","98632","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","19","282417985","POINT (-122.95058 46.14681)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY","53015000705"
"King","Bellevue","WA","98006","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","214942696","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"Snohomish","Lynnwood","WA","98087","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","21","275906564","POINT (-122.27981 47.85727)","PUGET SOUND ENERGY INC","53061051803"
"King","Bothell","WA","98011","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","283485016","POINT (-122.20563 47.76144)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021802"
"King","Seatac","WA","98188","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","217094524","POINT (-122.27427 47.43405)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028300"
"King","Sammamish","WA","98074","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","274100851","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032225"
"King","Bellevue","WA","98006","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","283065303","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"Clark","Battle Ground","WA","98604","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","190136999","POINT (-122.5331 45.78092)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040408"
"King","Seattle","WA","98125","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","46","267799087","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000102"
"San Juan","Eastsound","WA","98245","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","40","215121378","POINT (-122.91109 48.69389)","BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP","53055960101"
"King","Seattle","WA","98106","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","249755726","POINT (-122.35163 47.54287)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009900"
"Snohomish","Bothell","WA","98012","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","268681675","POINT (-122.21061 47.83448)","PUGET SOUND ENERGY INC","53061052009"
"Snohomish","Woodinville","WA","98072","2024","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","282962298","POINT (-122.15545 47.75448)","PUGET SOUND ENERGY INC","53061051926"
"Snohomish","Bothell","WA","98012","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","280749304","POINT (-122.21061 47.83448)","PUGET SOUND ENERGY INC","53061052107"
"King","Bellevue","WA","98006","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","236696176","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"King","Bellevue","WA","98006","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","285076116","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"King","Auburn","WA","98002","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","260513599","POINT (-122.22347 47.30762)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030504"
"King","Renton","WA","98059","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","229679474","POINT (-122.16335 47.53505)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031904"
"King","Fall City","WA","98024","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","193672979","POINT (-121.89086 47.56812)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032601"
"King","Seatac","WA","98188","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","207315510","POINT (-122.27427 47.43405)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028402"
"King","Seattle","WA","98105","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","46","185554512","POINT (-122.31307 47.66127)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033004101"
"Hillsborough","Tampa","FL","33619","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0",,"244804465","POINT (-82.39766 27.96986)","NON WASHINGTON STATE ELECTRIC UTILITY","12057013602"
"King","Kent","WA","98042","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","276450912","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032006"
"King","Mercer Island","WA","98040","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","275587637","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024500"
"King","Bellevue","WA","98006","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","207531537","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"King","Seattle","WA","98116","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","219632423","POINT (-122.41067 47.57894)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009802"
"King","Kirkland","WA","98034","2023","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","258045357","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022203"
"King","Sammamish","WA","98074","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","274101649","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032316"
"King","Maple Valley","WA","98038","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","278168691","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032003"
