"County","City","State","Postal Code","Model Year","Make","Model","Electric Vehicle Type","Clean Alternative Fuel Vehicle (CAFV) Eligibility","Electric Range","Base MSRP","Legislative District","DOL Vehicle ID","Vehicle Location","Electric Utility","2020 Census Tract"
"King","Renton","WA","98059","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","11","204096364","POINT (-122.16335 47.53505)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025602"
"King","Seattle","WA","98144","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","260869549","POINT (-122.30866 47.57874)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009500"
"King","Seattle","WA","98119","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","264783487","POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006000"
"King","Sammamish","WA","98074","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","275527591","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032216"
"King","Bellevue","WA","98005","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","207258502","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023500"
"Clark","Vancouver","WA","98684","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","227320831","POINT (-122.48723 45.63701)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041335"
"King","Des Moines","WA","98198","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","280498158","POINT (-122.3219 47.40173)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030003"
"Snohomish","Bothell","WA","98021","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","269913073","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051914"
"King","Federal Way","WA","98003","2024","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","272936163","POINT (-122.3303 47.30151)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030003"
"King","Federal Way","WA","98003","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","280602563","POINT (-122.3303 47.30151)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030007"
"King","Mercer Island","WA","98040","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","278202886","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024301"
"King","Sammamish","WA","98075","2023","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","273616598","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032211"
"Kitsap","Seabeck","WA","98380","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","35","240204282","POINT (-122.81585 47.64509)","PUGET SOUND ENERGY INC","53035092000"
"King","Des Moines","WA","98198","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","183240207","POINT (-122.3219 47.40173)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028902"
"King","Seattle","WA","98109","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","208499875","POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007203"
"King","Shoreline","WA","98177","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","32","249620122","POINT (-122.36498 47.72238)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033020100"
"King","Issaquah","WA","98027","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","234981631","POINT (-122.03439 47.5301)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025006"
"King","Sammamish","WA","98074","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","268436129","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032225"
"King","Kent","WA","98030","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","281157957","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029507"
"King","Sammamish","WA","98075","2022","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","209144589","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032218"
"King","Kent","WA","98032","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","229930319","POINT (-122.23741 47.3807)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029205"
"King","Maple Valley","WA","98038","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","281802454","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"King","Clyde Hill","WA","98004","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","270876539","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024100"
"King","Sammamish","WA","98074","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","284700461","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032225"
"Clark","Vancouver","WA","98664","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","49","254067313","POINT (-122.59219 45.62158)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041208"
"King","Seattle","WA","98107","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","277240778","POINT (-122.38591 47.67597)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033003201"
"King","Kent","WA","98032","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","186037183","POINT (-122.23741 47.3807)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029102"
"King","Duvall","WA","98019","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","194936906","POINT (-121.98609 47.74068)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032402"
"King","Bellevue","WA","98004","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","260812051","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023808"
"King","Covington","WA","98042","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","253321512","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031709"
"King","Kirkland","WA","98033","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","227296401","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022401"
"Snohomish","Lake Stevens","WA","98258","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","255518357","POINT (-122.06402 48.01497)","PUGET SOUND ENERGY INC","53061052607"
"Clark","Ridgefield","WA","98642","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","262569065","POINT (-122.74595 45.81539)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040412"
"King","Maple Valley","WA","98038","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","285036034","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032010"
"King","Sammamish","WA","98075","2024","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","270793134","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"King","Kent","WA","98042","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","281147079","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031707"
"King","Maple Valley","WA","98038","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","278891679","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032011"
"King","Sammamish","WA","98074","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","264954518","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032225"
"Snohomish","Everett","WA","98208","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","272154396","POINT (-122.18637 47.89251)","PUGET SOUND ENERGY INC","53061041606"
"King","Seattle","WA","98199","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","229936199","POINT (-122.40092 47.65908)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005600"
"King","Bellevue","WA","98005","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","282488083","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023500"
"King","Seattle","WA","98122","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","250948470","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007700"
"King","Kent","WA","98031","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","274404168","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029406"
"King","Maple Valley","WA","98038","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","259252633","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"King","Seattle","WA","98144","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","272252900","POINT (-122.30866 47.57874)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009400"
"Thurston","Olympia","WA","98501","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","22","265002083","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010700"
"King","Kent","WA","98042","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","279176026","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031704"
"King","Bellevue","WA","98008","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","249833762","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022901"
"King","Kent","WA","98042","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","252653761","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031707"
"King","Sammamish","WA","98075","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","275061167","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032216"
"King","Kent","WA","98030","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","272402882","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029603"
"King","Issaquah","WA","98029","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","214721328","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032221"
"King","Seattle","WA","98119","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","263227569","POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005902"
"King","Bellevue","WA","98005","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","228671481","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023500"
"King","Kent","WA","98031","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","213337064","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029406"
"King","Seattle","WA","98107","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","195647693","POINT (-122.38591 47.67597)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033003202"
"King","Sammamish","WA","98074","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","253631906","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032215"
"King","Sammamish","WA","98075","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","185491526","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032215"
"King","Kent","WA","98030","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","281304684","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029504"
"Snohomish","Everett","WA","98208","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","267607455","POINT (-122.18637 47.89251)","PUGET SOUND ENERGY INC","53061041606"
"King","Kent","WA","98032","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","207326766","POINT (-122.23741 47.3807)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029804"
"King","Bellevue","WA","98007","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","258736684","POINT (-122.12056 47.61334)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023401"
"King","Sammamish","WA","98075","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","284668541","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032213"
"King","Kent","WA","98031","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","276772996","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029604"
"King","Auburn","WA","98002","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","281845882","POINT (-122.22347 47.30762)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030503"
"Snohomish","Snohomish","WA","98290","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","272720171","POINT (-122.09305 47.91265)","PUGET SOUND ENERGY INC","53061052502"
"King","Covington","WA","98042","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","196627182","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032007"
"King","Renton","WA","98055","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","11","274269446","POINT (-122.20784 47.46004)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025806"
"King","Kent","WA","98031","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","286255518","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029406"
"King","Sammamish","WA","98075","2024","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","267982186","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032213"
"King","Sammamish","WA","98075","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","282964342","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032213"
"King","Seattle","WA","98108","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","233760670","POINT (-122.30346 47.55379)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033010001"
"Clark","Ridgefield","WA","98642","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","230884356","POINT (-122.74595 45.81539)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040412"
"Thurston","Olympia","WA","98501","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","22","192504000","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010700"
"King","Seattle","WA","98199","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","218913558","POINT (-122.40092 47.65908)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005803"
"King","Maple Valley","WA","98038","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","260575451","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"King","Issaquah","WA","98029","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","278216991","POINT (-122.00292 47.54748)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032221"
"King","Sammamish","WA","98074","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","252750298","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032318"
"King","Sammamish","WA","98074","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","271881298","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032216"
"King","Covington","WA","98042","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","211955768","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032005"
"King","Seattle","WA","98112","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","183145679","POINT (-122.30207 47.64085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006200"
"King","Kent","WA","98030","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","33","236709819","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029702"
"King","Issaquah","WA","98027","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","263048824","POINT (-122.03439 47.5301)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025006"
"King","Sammamish","WA","98074","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","209164105","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032318"
"King","Sammamish","WA","98074","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","275016724","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032317"
"King","Sammamish","WA","98074","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","278392075","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032317"
"King","Maple Valley","WA","98038","2024","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","274553716","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031604"
"King","Mercer Island","WA","98040","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","269646786","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024301"
"King","Kent","WA","98042","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","261669726","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031707"
"King","Kent","WA","98031","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","267887063","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029408"
"Snohomish","Stanwood","WA","98292","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","10","263150408","POINT (-122.37265 48.24159)","BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY","53061053301"
"King","Sammamish","WA","98074","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","276056196","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032215"
"King","Bellevue","WA","98007","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","202630620","POINT (-122.12056 47.61334)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023300"
"King","Maple Valley","WA","98038","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","260289816","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032011"
"King","Maple Valley","WA","98038","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","282902357","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031604"
"King","Sammamish","WA","98074","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","194643900","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032225"
"King","Seattle","WA","98121","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","268503987","POINT (-122.34468 47.61578)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008004"
"King","Maple Valley","WA","98038","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","275812400","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"King","Sammamish","WA","98075","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","228303680","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"King","Kent","WA","98030","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","197461050","POINT (-122.224 47.37943)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029504"
"King","Sammamish","WA","98075","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","254662390","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"King","Sammamish","WA","98075","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","211403321","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032213"
"King","Seattle","WA","98125","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","46","261156549","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000202"
"King","Sammamish","WA","98075","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","257690611","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032207"
"King","Maple Valley","WA","98038","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","251764761","POINT (-122.04526 47.39394)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031603"
"King","Seattle","WA","98107","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","195151239","POINT (-122.38591 47.67597)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033003201"
"Clark","Vancouver","WA","98685","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","229569224","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040908"
